Molecule,SinglePointEnergy[a.u.],nAtoms,DipoleMoment[Debye],MolecularWeight[g/mol],HOMO-1[kcal/mol],HOMO[kcal/mol],LUMO[kcal/mol],LUMO+1[kcal/mol],CoreStructure,N-1_subst,C-2_subst,N-3_subst,C-4_subst,C-5_subst,N-1_Avalue[kcal/mol],C-2_Avalue[kcal/mol],N-3_Avalue[kcal/mol],C-4_Avalue[kcal/mol],C-5_Avalue[kcal/mol],LUMO_N-1[%],LUMO_C-2[%],LUMO_N-3[%]
mol_28617,-2741.568620305573,147,1.81211,915.3416199999978,-157.804708302,-156.525217451,-42.164212237,-37.234501533,IV_imid3,tolu,Unspecified,adam,Ethyl,Ethyl,3.798133026,-1,3.685796275,1.711067804,1.711067804,0.04641,0.17293599999999998,0.047549,
mol_28618,-2898.744512781597,159,4.43840,971.4479399999976,-156.40034316,-155.252629199,-44.730096538,-37.686308013,IV_imid3,tolu,Unspecified,adam,Propyl,Propyl,3.798133026,-1,3.685796275,1.649728751,1.649728751,0.049997,0.17692600000000003,0.05038,
mol_28619,-3055.912227515986,171,4.87950,1027.5542599999976,-155.853155312,-155.55571604600001,-42.140994404,-37.498055313,IV_imid3,tolu,Unspecified,adam,Butyl,Butyl,3.798133026,-1,3.685796275,1.602489835,1.602489835,0.046639,0.1692595,0.0465605,
mol_28625,-3508.223190065127,175,8.74832,1163.6191399999982,-151.104794709,-150.392571994,-45.442319253,-42.628568896999994,IV_imid3,tolu,Unspecified,adam,tolu,tolu,3.798133026,-1,3.685796275,3.798133026,3.798133026,0.041981,0.1677455,0.044426999999999994,
mol_28631,-1884.336212476871,93,8.88284,618.8521399999981,-157.26756059800002,-156.834579388,-45.668850002,-39.42011538,IV_imid3,DMP,Unspecified,Hydro,Methyl,Methyl,8.431506296,-1,0,1.803016771,1.803016771,0.045846,0.1479605,0.0431395,
mol_28634,-2355.859796548292,129,6.93986,787.1710999999976,-156.456191461,-155.356795693,-47.679388837999994,-40.162458527000005,IV_imid3,DMP,Unspecified,Hydro,Butyl,Butyl,8.431506296,-1,0,1.602489835,1.602489835,0.044826500000000005,0.146292,0.043886999999999995,
mol_28637,-2355.778797804523,129,6.93873,787.1710999999976,-158.328050808,-156.700919971,-45.427259037,-43.126183534,IV_imid3,DMP,Unspecified,Hydro,t-Butyl,t-Butyl,8.431506296,-1,0,4.972259776,4.972259776,0.04904,0.16437949999999998,0.046905999999999996,
mol_28641,-2965.336260075841,145,12.74867,979.3422999999983,-149.48393896200002,-149.297568789,-49.97732679600001,-43.670861346,IV_imid3,DMP,Unspecified,Hydro,DMP,DMP,8.431506296,-1,0,8.431506296,8.431506296,0.042983999999999994,0.146754,0.041872,
mol_28650,-1805.720003671221,87,1.37746,590.7989799999981,-159.69162786500002,-159.30382730300002,-46.327734452,-43.166344110000004,IV_imid3,DMP,Unspecified,Methyl,Hydro,Hydro,8.431506296,-1,1.803016771,0,0,0.0394405,0.151456,0.0435865,
mol_28652,-2120.087158252745,111,9.40198,703.0116199999978,-157.76203769000003,-156.16941984800002,-43.613758026999996,-41.803394562,IV_imid3,DMP,Unspecified,Methyl,Ethyl,Ethyl,8.431506296,-1,1.803016771,1.711067804,1.711067804,0.045812,0.1647605,0.044926499999999994,
mol_28655,-2434.442279243053,135,9.49812,815.2242599999976,-156.06650837200002,-155.474139876,-44.689308453,-39.400035091999996,IV_imid3,DMP,Unspecified,Methyl,Isobutyl,Isobutyl,8.431506296,-1,1.803016771,3.276026296,3.276026296,0.0394595,0.147258,0.043577500000000005,
mol_28656,-2434.414679179300,135,6.32395,815.2242599999976,-157.46522593300003,-155.819897335,-44.560669108000006,-42.499302043,IV_imid3,DMP,Unspecified,Methyl,Sec-Butyl,Sec-Butyl,8.431506296,-1,1.803016771,2.129855094,2.129855094,0.0465555,0.1612585,0.044914,
mol_28657,-2434.356131804886,135,9.33845,815.2242599999976,-157.670421376,-156.355162512,-43.239135153999996,-40.969435101,IV_imid3,DMP,Unspecified,Methyl,t-Butyl,t-Butyl,8.431506296,-1,1.803016771,4.972259776,4.972259776,0.044851999999999996,0.1647895,0.048235,
mol_28658,-2748.773799925662,159,10.47505,927.4368999999973,-155.110184656,-154.225396966,-43.670233837000005,-38.026417891,IV_imid3,DMP,Unspecified,Methyl,DMB,DMB,8.431506296,-1,1.803016771,1.753807476,1.753807476,0.043105000000000004,0.153937,0.044618,
mol_28659,-2729.560552822964,127,10.69189,895.1828199999985,-149.227287781,-148.900983101,-47.140358606999996,-42.780426075,IV_imid3,DMP,Unspecified,Methyl,phen,phen,8.431506296,-1,1.803016771,3.620874142,3.620874142,0.0368895,0.1490945,0.0418015,
mol_28661,-3043.914560861575,151,13.09293,1007.3954599999983,-149.690389423,-148.661902172,-47.32672878,-44.602084702,IV_imid3,DMP,Unspecified,Methyl,DMP,DMP,8.431506296,-1,1.803016771,8.431506296,8.431506296,0.0420485,0.15765099999999999,0.042185,
mol_28670,-1884.310042337893,93,8.57979,618.8521399999981,-159.92317868600003,-158.995092875,-46.111243847000004,-41.09556441000001,IV_imid3,DMP,Unspecified,Ethyl,Hydro,Hydro,8.431506296,-1,1.711067804,0,0,0.043795,0.1605165,0.0440425,
mol_28673,-2355.851865668628,129,3.29699,787.1710999999976,-156.719117732,-155.94226159000002,-43.786950511,-38.651416855,IV_imid3,DMP,Unspecified,Ethyl,Propyl,Propyl,8.431506296,-1,1.711067804,1.649728751,1.649728751,0.045233999999999996,0.1620015,0.0442275,
mol_28675,-2513.031807241805,141,9.06710,843.2774199999976,-155.78538434,-154.985937874,-44.573846797,-39.085653083000004,IV_imid3,DMP,Unspecified,Ethyl,Isobutyl,Isobutyl,8.431506296,-1,1.711067804,3.276026296,3.276026296,0.043588,0.146902,0.0422535,
mol_28681,-3122.507087848815,157,9.70682,1035.4486199999983,-149.45883860200001,-149.298823807,-45.719050722000006,-42.038710437,IV_imid3,DMP,Unspecified,Ethyl,DMP,DMP,8.431506296,-1,1.711067804,8.431506296,8.431506296,0.041595,0.1582925,0.0409425,
mol_28688,-3724.113294742269,165,8.04477,1163.4438199999984,-139.551099001,-139.381671571,-44.993022809,-43.143753786,IV_imid3,DMP,Unspecified,Ethyl,DMOB,DMOB,8.431506296,-1,1.711067804,6.042753333,6.042753333,0.041686499999999994,0.15503750000000002,0.0442455,
mol_28694,-2591.622217914988,147,7.08816,871.3305799999974,-156.38465543499998,-155.042413684,-43.565439834,-42.263986167999995,IV_imid3,DMP,Unspecified,Propyl,Butyl,Butyl,8.431506296,-1,1.649728751,1.602489835,1.602489835,0.045047000000000004,0.1613465,0.043536,
mol_28696,-2591.606008316682,147,7.08640,871.3305799999974,-156.454308934,-155.978657112,-45.040713493,-39.792228217,IV_imid3,DMP,Unspecified,Propyl,Sec-Butyl,Sec-Butyl,8.431506296,-1,1.649728751,2.129855094,2.129855094,0.0417955,0.14472200000000002,0.042873999999999995,
mol_28697,-2591.537620330296,147,5.66725,871.3305799999974,-157.388669835,-155.914651194,-44.646010332,-42.314186888,IV_imid3,DMP,Unspecified,Propyl,t-Butyl,t-Butyl,8.431506296,-1,1.649728751,4.972259776,4.972259776,0.04696,0.1600135,0.046321499999999995,
mol_28699,-2886.740135149525,139,9.79192,951.2891399999984,-148.473021963,-147.29079500699999,-49.566935910000005,-43.383462224000006,IV_imid3,DMP,Unspecified,Propyl,phen,phen,8.431506296,-1,1.649728751,3.620874142,3.620874142,0.041823,0.1477645,0.0407155,
mol_28702,-3515.430152699711,187,12.77772,1175.7144199999977,-149.437503296,-149.22226770900002,-46.541715021,-43.294355946,IV_imid3,DMP,Unspecified,Propyl,DEP,DEP,8.431506296,-1,1.649728751,10.28464853,10.28464853,0.0444585,0.1649095,0.043952500000000005,
mol_28731,-2198.680927073680,117,2.03563,731.0647799999978,-157.10942833,-155.321655189,-44.807907654,-42.418980891000004,IV_imid3,DMP,Unspecified,Isobutyl,Methyl,Methyl,8.431506296,-1,3.276026296,1.803016771,1.803016771,0.048156000000000004,0.1558475,0.044833,
mol_28732,-2355.857480629204,129,2.61312,787.1710999999976,-157.53738946800001,-155.880138199,-44.682405854,-42.270888767,IV_imid3,DMP,Unspecified,Isobutyl,Ethyl,Ethyl,8.431506296,-1,3.276026296,1.711067804,1.711067804,0.045080999999999996,0.1643825,0.048183,
mol_28733,-2513.030404629547,141,3.73993,843.2774199999975,-156.749238164,-155.132147471,-45.084011614,-42.528167457,IV_imid3,DMP,Unspecified,Isobutyl,Propyl,Propyl,8.431506296,-1,3.276026296,1.649728751,1.649728751,0.047270999999999994,0.15728799999999998,0.044414999999999996,
mol_28737,-2670.125707552595,153,4.18365,899.3837399999974,-157.83608375199998,-156.403480705,-43.945082778999996,-40.033191673000005,IV_imid3,DMP,Unspecified,Isobutyl,t-Butyl,t-Butyl,8.431506296,-1,3.276026296,4.972259776,4.972259776,0.044193,0.158725,0.048190000000000004,
mol_2874,-1847.054778974261,90,4.18669,569.7519599999979,-145.271471045,-143.64434020800002,-14.101382248,-9.683718888,I_imid,TMOB,Sec-Butyl,TMOB,Butyl,Butyl,6.045928531,2.129855094,6.045928531,1.602489835,1.602489835,0.142807,0.456355,0.13839,
mol_28746,-3436.873364536287,181,10.19488,1147.6612599999978,-150.618475234,-149.668426608,-45.495657518,-43.114888372,IV_imid3,DMP,Unspecified,Isobutyl,DMBz,DMBz,8.431506296,-1,3.276026296,2.127721562,2.127721562,0.0474975,0.15441349999999998,0.0450455,
mol_28752,-2355.846829627986,129,5.62673,787.1710999999976,-157.47652109499998,-156.757395781,-43.386599769,-38.865397424,IV_imid3,DMP,Unspecified,Sec-Butyl,Ethyl,Ethyl,8.431506296,-1,2.129855094,1.711067804,1.711067804,0.04643,0.16735250000000002,0.047041,
mol_28753,-2513.021597193256,141,4.07214,843.2774199999975,-157.158374032,-156.09286375,-43.055275017,-39.935300269,IV_imid3,DMP,Unspecified,Sec-Butyl,Propyl,Propyl,8.431506296,-1,2.129855094,1.649728751,1.649728751,0.049363000000000004,0.1781215,0.048371,
mol_28760,-3122.504906648722,157,10.10603,1035.4486199999983,-150.899599266,-150.622240288,-46.870529737,-41.84857521,IV_imid3,DMP,Unspecified,Sec-Butyl,tolu,tolu,8.431506296,-1,2.129855094,3.798133026,3.798133026,0.042615,0.156637,0.0413305,
mol_28775,-2670.164964985878,153,7.23969,899.3837399999974,-156.152477105,-154.701048788,-42.875807443,-39.224960081,IV_imid3,DMP,Unspecified,t-Butyl,Isobutyl,Isobutyl,8.431506296,-1,4.972259776,3.276026296,3.276026296,0.046190999999999996,0.16681200000000002,0.048536499999999996,
mol_28780,-3122.481929004854,157,10.26763,1035.4486199999983,-150.290915536,-149.744355197,-46.682904546,-42.279673893,IV_imid3,DMP,Unspecified,t-Butyl,tolu,tolu,8.431506296,-1,4.972259776,3.798133026,3.798133026,0.0449895,0.161287,0.0412995,
mol_28784,-3279.649478455405,169,14.38008,1091.5549399999982,-151.783759447,-150.578314658,-47.87830919100001,-42.590918357,IV_imid3,DMP,Unspecified,t-Butyl,EP,EP,8.431506296,-1,4.972259776,3.874770761,3.874770761,0.0451295,0.1655685,0.046305,
mol_2879,-1994.602993201356,86,3.36402,609.7312399999984,-145.68688200300002,-143.781764679,-21.870571177000002,-20.987666014,I_imid,TMOB,Sec-Butyl,TMOB,phen,phen,6.045928531,2.129855094,6.045928531,3.620874142,3.620874142,0.05518,0.257029,0.096537,
mol_28792,-2513.015301239722,141,3.44289,843.2774199999975,-156.609931166,-156.46623160500002,-46.179014819,-41.699855577,IV_imid3,DMP,Unspecified,DMB,Ethyl,Ethyl,8.431506296,-1,1.753807476,1.711067804,1.711067804,0.041957,0.14245750000000001,0.042067,
mol_288,-1317.226942189765,78,4.64045,445.7024000000006,-163.59096879100002,-159.396698635,-28.761247506,-19.23942594,I_imid,EP,Hydro,EP,DMB,DMB,3.874770761,0,3.874770761,1.753807476,1.753807476,0.090837,0.298685,0.084555,
mol_2880,-2073.199307068107,92,6.23545,637.7843999999983,-145.257665847,-143.53640866,-19.863797395000002,-18.293142368,I_imid,TMOB,Sec-Butyl,TMOB,tolu,tolu,6.045928531,2.129855094,6.045928531,3.798133026,3.798133026,0.064899,0.284848,0.098624,
mol_28810,-2189.034185828017,101,0.82341,714.9377399999984,-160.24446329399998,-159.69853046400002,-48.685913274,-44.415714529,IV_imid3,DMP,Unspecified,phen,Hydro,Hydro,8.431506296,-1,3.620874142,0,0,0.045112,0.164012,0.0457095,
mol_28812,-2503.401231370094,125,2.19025,827.1503799999981,-157.547429612,-157.07366031700002,-46.315184272,-42.398900603,IV_imid3,DMP,Unspecified,phen,Ethyl,Ethyl,8.431506296,-1,3.620874142,1.711067804,1.711067804,0.0464115,0.1613275,0.0459845,
mol_28814,-2817.753317805052,149,5.26816,939.3630199999978,-156.787516213,-156.012542598,-49.796604204,-42.123424152,IV_imid3,DMP,Unspecified,phen,Butyl,Butyl,8.431506296,-1,3.620874142,1.602489835,1.602489835,0.044364,0.152919,0.0458045,
mol_2882,-2308.945399378901,110,8.60716,721.943879999998,-144.97967936,-143.277247443,-21.187213876,-17.998840647,I_imid,TMOB,Sec-Butyl,TMOB,DEP,DEP,6.045928531,2.129855094,6.045928531,10.28464853,10.28464853,0.097261,0.344776,0.091638,
mol_28821,-3427.224989056108,165,13.63458,1131.5342199999984,-149.609440762,-149.221012691,-53.107969197,-45.643749641999996,IV_imid3,DMP,Unspecified,phen,DMP,DMP,8.431506296,-1,3.620874142,8.431506296,8.431506296,0.044832,0.15772550000000002,0.0452675,
mol_28824,-3427.222503432160,165,10.38208,1131.5342199999984,-153.78551315700003,-148.798071625,-49.792839150000006,-44.982982665,IV_imid3,DMP,Unspecified,phen,EP,EP,8.431506296,-1,3.620874142,3.874770761,3.874770761,0.044522000000000006,0.164267,0.0436305,
mol_28836,-2896.330585292867,155,3.57238,967.4161799999978,-157.68359906499998,-156.464349078,-46.339029614,-41.338410393000004,IV_imid3,DMP,Unspecified,tolu,Sec-Butyl,Sec-Butyl,8.431506296,-1,3.798133026,2.129855094,2.129855094,0.046633999999999995,0.1693225,0.048694,
mol_2885,-2073.192900154154,92,5.84266,637.7843999999983,-146.141826028,-143.437889747,-16.957175707,-11.342225175000001,I_imid,TMOB,Sec-Butyl,TMOB,Bz,Bz,6.045928531,2.129855094,6.045928531,1.541420611,1.541420611,0.127817,0.419337,0.125214,
mol_28850,-2346.203946763601,113,0.37440,771.0440599999982,-158.273457525,-157.549312139,-49.661689769000006,-47.872034101,IV_imid3,DMP,Unspecified,DMP,Hydro,Hydro,8.431506296,-1,8.431506296,0,0,0.048873,0.172553,0.0464435,
mol_28851,-2503.399984887779,125,0.15743,827.1503799999981,-156.468741641,-156.247858473,-49.420098804000006,-43.630073261,IV_imid3,DMP,Unspecified,DMP,Methyl,Methyl,8.431506296,-1,8.431506296,1.803016771,1.803016771,0.045184,0.14488,0.0438355,
mol_2886,-2230.372509826704,104,9.61422,693.890719999998,-145.737710232,-142.784652878,-17.36317403,-11.283239329,I_imid,TMOB,Sec-Butyl,TMOB,DMBz,DMBz,6.045928531,2.129855094,6.045928531,2.127721562,2.127721562,0.120477,0.416045,0.128665,
mol_28872,-2817.741864551023,149,1.46138,939.3630199999978,-157.068640245,-156.677074629,-45.886595625,-42.068830869,IV_imid3,DMP,Unspecified,DEP,Ethyl,Ethyl,8.431506296,-1,10.28464853,1.711067804,1.711067804,0.0479695,0.1718075,0.048144,
mol_2889,-2681.580724656977,110,1.77635,789.8871199999984,-140.244496446,-136.165060437,-15.020055423999999,-10.904223893000001,I_imid,TMOB,Sec-Butyl,TMOB,TMOB,TMOB,6.045928531,2.129855094,6.045928531,6.045928531,6.045928531,0.123723,0.369048,0.10244,
mol_28891,-2581.998301831144,131,0.86429,855.203539999998,-156.769318452,-156.471879186,-47.10710063,-42.598448465000004,IV_imid3,DMP,Unspecified,TMP,Methyl,Methyl,8.431506296,-1,7.628118434,1.803016771,1.803016771,0.046425999999999995,0.1561035,0.045765,
mol_28899,-3348.646449137774,159,7.33495,1103.4810599999985,-149.010797176,-148.35567778,-51.947705056,-46.753185554000005,IV_imid3,DMP,Unspecified,TMP,phen,phen,8.431506296,-1,7.628118434,3.620874142,3.620874142,0.0429175,0.151869,0.042345,
mol_289,-1307.625339896714,62,3.37877,429.5753600000003,-163.742825969,-155.920298775,-32.343696387,-28.347091566,I_imid,EP,Hydro,EP,phen,phen,3.874770761,0,3.874770761,3.620874142,3.620874142,0.083183,0.327838,0.102958,
mol_2890,-1162.459130745975,70,1.84705,393.62784000000056,-176.808818367,-162.514790856,-16.187849673000002,9.52558662,I_imid,adam,Sec-Butyl,adam,Hydro,Hydro,3.685796275,2.129855094,3.685796275,0,0,0.151551,0.455568,0.160913,
mol_2891,-1241.028692765370,76,2.53005,421.6810000000006,-173.65872318700002,-149.763807976,-25.089692347,12.07954825,I_imid,adam,Sec-Butyl,adam,Methyl,Methyl,3.685796275,2.129855094,3.685796275,1.803016771,1.803016771,0.147642,0.422412,0.150375,
mol_28910,-2346.207490464343,113,1.01484,771.0440599999982,-159.36595069400002,-159.144440017,-47.203737016,-43.207132195,IV_imid3,DMP,Unspecified,EP,Hydro,Hydro,8.431506296,-1,3.874770761,0,0,0.0492765,0.18517899999999998,0.0490625,
mol_28911,-2503.401532222589,125,1.16372,827.1503799999981,-158.332443371,-157.455185789,-44.672993219000006,-41.117527225,IV_imid3,DMP,Unspecified,EP,Methyl,Methyl,8.431506296,-1,3.874770761,1.803016771,1.803016771,0.050024,0.1780525,0.0497925,
mol_28913,-2817.750449733223,149,3.11446,939.3630199999978,-157.784628014,-157.229910058,-46.207252724,-41.686677888000006,IV_imid3,DMP,Unspecified,EP,Propyl,Propyl,8.431506296,-1,3.874770761,1.649728751,1.649728751,0.0485215,0.1773615,0.049533,
mol_2892,-1319.604038851699,82,2.15303,449.73416000000066,-173.268412589,-147.647847628,-34.852477369,4.14783449,I_imid,adam,Sec-Butyl,adam,Ethyl,Ethyl,3.685796275,2.129855094,3.685796275,1.711067804,1.711067804,0.14882,0.422259,0.132747,
mol_2893,-1398.197377006257,88,0.68297,477.7873200000007,-172.847981559,-148.827564548,-31.948993226000002,7.47990728,I_imid,adam,Sec-Butyl,adam,Propyl,Propyl,3.685796275,2.129855094,3.685796275,1.649728751,1.649728751,0.146896,0.415051,0.141653,
mol_28935,-2896.351614475439,155,1.57721,967.4161799999978,-156.97263136799998,-155.668040157,-44.563179143999996,-38.852219735,IV_imid3,DMP,Unspecified,Bz,Isobutyl,Isobutyl,8.431506296,-1,1.541420611,3.276026296,3.276026296,0.0473005,0.1679845,0.047802,
mol_28936,-2896.328441548089,155,5.48027,967.4161799999978,-158.128502946,-156.43171861000002,-45.447339325,-42.91534051000001,IV_imid3,DMP,Unspecified,Bz,Sec-Butyl,Sec-Butyl,8.431506296,-1,1.541420611,2.129855094,2.129855094,0.047106,0.1709775,0.048154,
mol_28956,-3053.509503626423,167,3.82471,1023.5224999999976,-155.226273821,-154.228534511,-45.941816417,-40.184421342,IV_imid3,DMP,Unspecified,DMBz,Sec-Butyl,Sec-Butyl,8.431506296,-1,2.127721562,2.129855094,2.129855094,0.048412,0.169132,0.0496525,
mol_2896,-1476.752771542862,94,1.43263,505.84048000000075,-171.860909902,-146.726036907,-41.300759853,2.2295394770000003,I_imid,adam,Sec-Butyl,adam,Sec-Butyl,Sec-Butyl,3.685796275,2.129855094,3.685796275,2.129855094,2.129855094,0.136308,0.435357,0.132077,
mol_28971,-2660.600993583819,137,4.07662,883.256699999998,-152.59952114700002,-152.259411269,-44.113255191,-40.168733617,IV_imid3,DMP,Unspecified,TMBz,Methyl,Methyl,8.431506296,-1,2.232277195,1.803016771,1.803016771,0.043184,0.1458415,0.04263,
mol_29013,-3347.550524285662,161,3.66398,1063.4125799999983,-145.866349577,-145.648603954,-44.762099496999994,-42.022395203,IV_imid3,DMP,Unspecified,TMOB,Propyl,Propyl,8.431506296,-1,6.045928531,1.649728751,1.649728751,0.044334000000000005,0.165511,0.045045,
mol_29019,-3799.851576653150,165,9.24085,1199.4774599999987,-146.731684488,-145.710099836,-48.196456254,-45.613001701,IV_imid3,DMP,Unspecified,TMOB,phen,phen,8.431506296,-1,6.045928531,3.620874142,3.620874142,0.042862,0.1647615,0.041726,
mol_2902,-1938.692493099887,114,5.51859,658.0323999999974,-151.055221498,-149.343376946,-25.908591592,-15.168147548,I_imid,adam,Sec-Butyl,adam,DEP,DEP,3.685796275,2.129855094,3.685796275,10.28464853,10.28464853,0.097138,0.367791,0.146038,
mol_29039,-3429.624547202302,169,7.32267,1135.5659799999983,-148.482434598,-148.146089774,-47.349319103999996,-42.610371136000005,IV_imid3,DMP,Unspecified,adam,phen,phen,8.431506296,-1,3.685796275,3.620874142,3.620874142,0.0399775,0.1596595,0.045364,
mol_29046,-2041.507319238817,105,1.29780,674.9584599999979,-157.587590188,-156.373987782,-45.873417936,-37.453502174,IV_imid3,DEP,Unspecified,Hydro,Methyl,Methyl,10.28464853,-1,0,1.803016771,1.803016771,0.045383,0.151756,0.046792,
mol_29047,-2198.679674081950,117,9.76176,731.0647799999979,-157.52295676100002,-157.358549403,-44.723821448,-40.035701709,IV_imid3,DEP,Unspecified,Hydro,Ethyl,Ethyl,10.28464853,-1,0,1.711067804,1.711067804,0.0464335,0.1591035,0.0445,
mol_29048,-2355.857117262325,129,2.45115,787.1710999999976,-157.299563557,-156.007522526,-47.682526383,-39.515496748000004,IV_imid3,DEP,Unspecified,Hydro,Propyl,Propyl,10.28464853,-1,0,1.649728751,1.649728751,0.0440915,0.144044,0.0429745,
mol_29059,-3122.505733690955,157,12.54979,1035.4486199999983,-152.93649348,-152.417543537,-47.924117347999996,-46.14073677,IV_imid3,DEP,Unspecified,Hydro,EP,EP,10.28464853,-1,0,3.874770761,3.874770761,0.046141,0.16612,0.0451845,
mol_2906,-462.415554343959,28,1.18600,153.24467999999985,-210.27763839099998,-156.903605378,-12.537629820000001,12.802438618,I_imid,Hydro,t-Butyl,Hydro,Methyl,Methyl,0,4.972259776,0,1.803016771,1.803016771,0.159113,0.490311,0.156546,
mol_29061,-3279.670912725004,169,16.42387,1091.5549399999982,-148.328067384,-148.134794612,-47.439052891,-45.384588425000004,IV_imid3,DEP,Unspecified,Hydro,DMBz,DMBz,10.28464853,-1,0,2.127721562,2.127721562,0.0453205,0.1507455,0.043977999999999996,
mol_29070,-2591.604883800592,147,8.41804,871.3305799999974,-156.15435963200002,-154.514678615,-44.453992578000005,-42.691319797,IV_imid3,DEP,Unspecified,Methyl,Isobutyl,Isobutyl,10.28464853,-1,1.803016771,3.276026296,3.276026296,0.0428335,0.1640855,0.047326499999999994,
mol_29074,-2886.730735760545,139,11.04484,951.2891399999984,-148.434743914,-147.45582987400002,-47.70386168900001,-44.854970829,IV_imid3,DEP,Unspecified,Methyl,phen,phen,10.28464853,-1,1.803016771,3.620874142,3.620874142,0.039999,0.1582825,0.043314000000000005,
